logA,n_s,theta_s_1e2,omega_b,omega_cdm,tau_reio,A_planck
3.050455314405402,0.9629325189520516,1.0418107297689831,0.022494073801203163,0.12040077940083779,0.054349431483112526,1.0031898807615587
